,Unnamed: 0.1,Unnamed: 0,Year,Month,Day,Hour,Minute,Second,Lat,Lon,Depth,Seismotectonic unit,Unit no.,mb,Ms,MN,ML,Mw (reported),Mw (estimated),Mw,Location Ref.,mb Ref.,Ms Ref.,MN Ref.,ML Ref.,Mw Ref. (reported),Mw Ref. (estimated),Assumed_uncertainty of Mw,1 Standard deviatoion for converted Mw,Unnamed: 27,References,Density,Cell#
4737,4737,10228,2011,1,23,23,16,16.0,29.16,58.37,6.8,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,21,1607
4738,4738,12166,2013,6,17,3,57,2.0,29.23,58.44,10.0,Central East Iran,2,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,,21,1607
4739,4739,12854,2014,4,23,20,0,48.0,29.18,58.36,6.0,Central East Iran,2,,,3.5,3.2,,3.4,3.4,IRSC,,,IRSC,IIEES,,Equation(7),,0.1491,,,21,1607
4740,4740,15068,2016,10,17,4,50,15.0,29.16,58.37,11.0,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,21,1607
4741,4741,15430,2017,3,20,22,43,50.0,29.15,58.42,11.8,Central East Iran,2,,,4.3,,,4.3,4.3,IRSC,,,IRSC,,,Equation(7),,0.1481,,,21,1607
4742,4742,15629,2017,6,3,17,27,1.0,29.19,58.97,21.0,Central East Iran,2,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,1608
4743,4743,6944,2007,2,7,8,19,1.0,29.2,59.23,36.0,Central East Iran,2,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,1609
4744,4744,7685,2007,12,10,16,44,48.0,29.33,59.04,31.6,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,1609
4745,4745,15177,2016,12,8,2,22,18.0,29.21,59.07,8.0,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,1609
4746,4746,13739,2015,4,22,16,0,56.0,29.38,59.59,11.0,Central East Iran,2,,,3.4,3.2,,3.3,3.3,IRSC,,,IRSC,IIEES,,Equation(7),,0.1493,,,10,1610
4747,4747,10055,2010,11,3,19,56,8.0,29.22,59.69,21.1,Central East Iran,2,4.1,3.4,4.5,4.8,,4.5,4.5,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,,10,1611
4748,4748,12907,2014,5,17,12,53,31.0,29.27,59.77,14.0,Central East Iran,2,,,3.9,3.8,,3.9,3.9,IRSC,,,IRSC,IIEES,,Equation(7),,0.1484,,,10,1611
4749,4749,13678,2015,4,1,16,59,2.6,29.22,59.64,15.0,Central East Iran,2,4.7,4.7,4.8,5.0,4.9,,4.9,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,,10,1611
4750,4750,16630,2018,5,29,18,43,9.0,29.12,59.74,12.6,Central East Iran,2,,,4.0,,,4.0,4.0,IRSC,,,IRSC,,,Equation(7),,0.1483,,,10,1611
4751,4751,1366,1971,9,8,12,53,37.0,29.14,60.0,20.0,Central East Iran,2,5.3,5.3,,,5.4,,5.4,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.46,,,,10,1612
4752,4752,2073,1980,3,30,4,42,13.0,29.23,60.14,33.0,Central East Iran,2,4.8,4.5,,,,4.9,4.9,ISC,ISC,M2014,,,,Equation(3),,0.1741,,,10,1612
4753,4753,10184,2010,12,31,23,18,43.0,29.28,60.04,7.3,Central East Iran,2,3.4,2.5,3.9,3.9,,3.9,3.9,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1484,,,10,1612
4754,4754,12966,2014,6,10,23,24,33.0,29.17,60.17,10.0,Central East Iran,2,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,1612
4755,4755,13335,2014,11,2,1,46,24.0,29.27,60.2,10.0,Central East Iran,2,,,3.9,4.1,,3.9,3.9,IRSC,,,IRSC,IIEES,,Equation(7),,0.1484,,,10,1612
4756,4756,14367,2016,1,7,11,48,22.0,29.18,59.99,6.0,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,1612
4757,4757,575,1936,9,7,8,52,10.0,29.34,60.45,15.0,Central East Iran,2,,,,,5.7,,5.7,ISC-GEM,,,,,ISC-GEM,,0.2,,,,10,1613
4758,4758,11565,2012,10,13,19,57,54.0,29.36,60.5,10.0,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,1613
4759,4759,13111,2014,8,1,22,10,19.0,29.2,60.33,36.0,Central East Iran,2,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,1613
4760,4760,13097,2014,7,27,11,56,23.0,29.28,60.76,6.6,Central East Iran,2,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,1614
4761,4761,4920,2001,10,27,19,30,47.0,29.18,61.03,18.0,Central East Iran,2,,,4.1,,,4.6,4.6,IRSC,,,IRSC,,,Equation(6),,0.3375,,,10,1615
4762,4762,6810,2006,12,1,2,55,4.0,29.14,61.18,24.7,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,1615
4763,4763,7105,2007,4,13,17,28,50.0,29.26,60.99,4.9,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,1615
4764,4764,5512,2003,9,28,22,17,27.0,29.31,61.8,18.0,Out of all Provinces,6,,,3.9,,,4.4,4.4,IRSC,,,IRSC,,,Equation(6),,0.3378,,,10,1617
4765,4765,4851,2001,8,25,9,45,2.0,29.66,46.58,18.0,Out of all Provinces,6,,,3.7,,,4.2,4.2,IRSC,,,IRSC,,,Equation(6),,0.3383,,,10,1634
4766,4766,9092,2009,9,9,2,17,16.0,29.59,48.25,24.6,Out of all Provinces,6,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,1640
4767,4767,4906,2001,10,16,11,44,9.0,29.48,49.04,18.0,Out of all Provinces,6,,,4.1,,,4.6,4.6,IRSC,,,IRSC,,,Equation(6),,0.3375,,,10,1642
4768,4768,6670,2006,9,27,1,4,50.0,29.52,49.98,18.0,Out of all Provinces,6,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,1645
4769,4769,4544,2000,8,15,21,38,36.0,29.6,50.29,31.0,Out of all Provinces,6,4.2,3.5,3.4,,,4.2,4.2,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,10,1646
4770,4770,9705,2010,6,5,7,28,8.0,29.44,50.2,15.9,Out of all Provinces,6,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,1646
4771,4771,1391,1972,2,28,16,44,57.0,29.54,50.67,55.0,Zagros,5,4.4,3.8,,,,4.5,4.5,NEIC,NEIC,M2014,,,,Equation(3),,0.1738,,,22,1647
4772,4772,1586,1975,4,24,3,59,52.0,29.53,50.61,77.0,Zagros,5,4.0,3.3,,,,4.0,4.0,NEIC,NEIC,M2014,,,,Equation(3),,0.1738,,,22,1647
4773,4773,1801,1977,10,27,0,22,23.0,29.65,50.65,15.0,Zagros,5,4.9,4.5,,,5.3,,5.3,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.41,,,,22,1647
4774,4774,2321,1982,7,15,6,49,8.0,29.6,50.63,15.0,Zagros,5,4.9,3.6,,,,5.1,5.1,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1742,,,22,1647
4775,4775,2896,1988,1,14,11,28,38.0,29.63,50.45,48.0,Zagros,5,4.4,3.8,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,22,1647
4776,4776,3833,1996,3,20,22,28,58.0,29.55,50.72,33.0,Zagros,5,4.2,3.5,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,22,1647
4777,4777,3838,1996,3,31,15,12,21.0,29.68,50.65,11.0,Zagros,5,4.4,3.8,3.9,,,4.5,4.5,ISC-EHB,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,22,1647
4778,4778,3870,1996,6,25,2,19,9.0,29.69,50.48,56.0,Zagros,5,4.2,3.5,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,22,1647
4779,4779,4114,1998,2,8,20,22,36.0,29.52,50.59,55.0,Zagros,5,3.9,4.1,,,,3.9,3.9,ISC,ISC,ISC,,,,Equation(3),,0.1738,,,22,1647
4780,4780,4536,2000,8,9,4,1,6.0,29.56,50.72,33.0,Zagros,5,4.1,3.4,3.6,,,4.1,4.1,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,22,1647
4781,4781,4793,2001,6,10,6,2,30.0,29.62,50.59,47.0,Zagros,5,3.9,3.5,3.6,,,3.9,3.9,ISC,ISC,ISC,IRSC,,,Equation(3),,0.1738,,,22,1647
4782,4782,5794,2004,7,18,5,59,26.0,29.58,50.46,10.0,Zagros,5,3.5,2.6,3.5,,,4.0,4.0,ISC,ISC,M2014,IRSC,,,Equation(6),,0.3389,,,22,1647
4783,4783,6719,2006,10,22,21,54,17.0,29.65,50.63,10.0,Zagros,5,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,22,1647
4784,4784,7511,2007,9,22,13,16,26.0,29.55,50.45,10.0,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,22,1647
4785,4785,7595,2007,11,2,12,49,29.0,29.68,50.49,10.4,Zagros,5,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,22,1647
4786,4786,7945,2008,4,6,16,21,40.0,29.41,50.66,15.0,Zagros,5,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,22,1647
4787,4787,8050,2008,5,31,14,48,4.0,29.63,50.54,1.5,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,22,1647
4788,4788,9880,2010,8,17,15,59,34.0,29.47,50.73,3.7,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,22,1647
4789,4789,13795,2015,5,16,5,38,45.0,29.69,50.49,15.8,Zagros,5,,,3.6,3.4,,3.6,3.6,IRSC,,,IRSC,IIEES,,Equation(7),,0.1489,,,22,1647
4790,4790,15735,2017,7,11,19,58,42.0,29.66,50.45,13.2,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,22,1647
4791,4791,16415,2018,3,17,21,16,3.0,29.69,50.71,18.9,Zagros,5,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,22,1647
4792,4792,16421,2018,3,18,20,56,21.0,29.6,50.73,8.0,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,22,1647
4793,4793,950,1963,7,13,8,24,24.0,29.5,50.85,15.0,Zagros,5,5.0,4.6,,,,5.2,5.2,ISC-EHB,NEIC,M2014,,,,Equation(3),,0.1744,,,50,1648
4794,4794,958,1963,9,23,18,33,47.0,29.6,50.9,39.0,Zagros,5,4.7,4.2,,,,4.8,4.8,NEIC,NEIC,M2014,,,,Equation(3),,0.174,,,50,1648
4795,4795,1005,1964,10,18,13,20,19.0,29.6,50.88,15.0,Zagros,5,5.0,4.6,,,5.3,,5.3,ISC-GEM,ISC,ISC,,,ISC-GEM,,0.2,,,,50,1648
4796,4796,1007,1964,10,18,22,35,44.0,29.65,51.02,10.0,Zagros,5,5.0,4.6,,,5.3,,5.3,ISC-GEM,ISC,ISC,,,ISC-GEM,,0.2,,,,50,1648
4797,4797,1012,1964,11,3,2,25,51.0,29.51,51.01,15.0,Zagros,5,5.0,4.6,,,,5.2,5.2,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1744,,,50,1648
4798,4798,1014,1964,11,8,10,33,26.0,29.58,50.94,15.0,Zagros,5,5.3,5.0,,,5.5,,5.5,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.6,,,,50,1648
4799,4799,1389,1972,2,8,19,54,56.0,29.61,50.84,10.0,Zagros,5,4.5,4.0,,,,4.6,4.6,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1739,,,50,1648
4800,4800,1390,1972,2,10,6,49,22.0,29.51,50.95,15.0,Zagros,5,4.6,4.1,,,,4.7,4.7,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1739,,,50,1648
4801,4801,2402,1983,4,28,2,47,10.0,29.53,50.99,33.0,Zagros,5,4.3,3.7,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,50,1648
4802,4802,3173,1990,7,29,21,30,56.0,29.62,51.03,33.0,Zagros,5,4.1,3.4,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,50,1648
4803,4803,3381,1992,5,5,0,8,2.0,29.5,50.95,33.0,Zagros,5,4.1,3.4,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,50,1648
4804,4804,3382,1992,5,5,10,13,24.0,29.5,50.84,38.0,Zagros,5,4.6,4.1,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,50,1648
4805,4805,3798,1996,1,24,5,28,7.0,29.49,51.0,42.0,Zagros,5,4.4,4.2,,,,4.5,4.5,ISC,ISC,ISC,,,,Equation(3),,0.1738,,,50,1648
4806,4806,3800,1996,1,24,7,7,4.0,29.42,51.03,25.0,Zagros,5,4.6,4.4,3.8,,,4.7,4.7,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.1739,,,50,1648
4807,4807,3831,1996,3,19,20,40,42.0,29.42,50.97,15.0,Zagros,5,4.4,3.8,,,,4.5,4.5,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1738,,,50,1648
4808,4808,3832,1996,3,20,22,24,4.0,29.43,50.99,25.0,Zagros,5,4.5,4.3,3.7,,,4.6,4.6,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.1739,,,50,1648
4809,4809,3929,1996,12,19,23,20,1.0,29.41,51.03,33.0,Zagros,5,3.9,3.1,3.1,,,3.9,3.9,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,50,1648
4810,4810,4363,1999,10,6,9,9,25.0,29.65,51.01,33.0,Zagros,5,3.9,3.1,,,,3.9,3.9,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,50,1648
4811,4811,4467,2000,5,3,9,1,16.3,29.59,50.82,5.0,Out of all Provinces,6,5.0,4.5,4.5,,5.0,,5.0,ISC-EHB,NEIC,NEIC,IRSC,,GCMT,,0.1,,,,50,1648
4812,4812,4794,2001,6,10,7,14,48.0,29.54,50.96,10.0,Zagros,5,3.9,3.4,3.4,,,3.9,3.9,ISC,ISC,ISC,IRSC,,,Equation(3),,0.1738,,,50,1648
4813,4813,4974,2001,12,18,4,1,34.0,29.66,51.04,10.0,Zagros,5,4.3,3.7,,,,4.3,4.3,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1738,,,50,1648
4814,4814,5610,2003,12,18,7,34,57.0,29.62,50.83,15.0,Zagros,5,4.6,4.4,4.2,,,4.7,4.7,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.1739,,,50,1648
4815,4815,5765,2004,6,13,8,26,25.0,29.45,50.83,15.0,Zagros,5,4.2,3.5,3.9,,,4.2,4.2,ISC-EHB,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,50,1648
4816,4816,7560,2007,10,15,13,15,13.0,29.54,51.06,17.6,Zagros,5,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,50,1648
4817,4817,9853,2010,8,5,15,16,47.0,29.45,50.98,18.0,Zagros,5,3.8,3.0,4.0,4.0,,4.0,4.0,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1483,,,50,1648
4818,4818,9882,2010,8,18,1,59,58.0,29.42,50.85,4.0,Zagros,5,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,50,1648
4819,4819,10327,2011,3,13,5,58,0.0,29.6,50.86,15.6,Zagros,5,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,50,1648
4820,4820,10332,2011,3,14,8,41,28.0,29.45,50.98,18.4,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,50,1648
4821,4821,11572,2012,10,15,18,44,35.0,29.69,50.81,10.0,Zagros,5,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,50,1648
4822,4822,12880,2014,5,8,7,29,2.0,29.57,51.02,18.9,Zagros,5,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,50,1648
4823,4823,12914,2014,5,21,8,17,11.0,29.68,50.88,12.3,Zagros,5,,,3.1,3.1,,3.0,3.0,IRSC,,,IRSC,IIEES,,Equation(7),,0.15,,,50,1648
4824,4824,12915,2014,5,21,9,19,13.0,29.68,50.85,12.8,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,50,1648
4825,4825,12916,2014,5,21,9,46,28.3,29.59,50.83,14.5,Zagros,5,5.1,5.2,5.3,5.4,5.3,,5.3,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,,50,1648
4826,4826,13777,2015,5,9,9,48,25.0,29.6,50.93,11.2,Zagros,5,,,3.8,3.7,,3.8,3.8,IRSC,,,IRSC,IIEES,,Equation(7),,0.1486,,,50,1648
4827,4827,15025,2016,9,29,15,7,17.0,29.65,50.91,19.8,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,50,1648
4828,4828,15196,2016,12,18,14,43,33.0,29.54,50.91,11.4,Zagros,5,4.6,,3.6,,,3.6,3.6,IRSC,ISC,,IRSC,,,Equation(7),,0.1489,,,50,1648
4829,4829,15197,2016,12,18,16,43,45.0,29.43,50.83,15.0,Zagros,5,4.4,,4.0,,,4.0,4.0,ISC-EHB,ISC,,IRSC,,,Equation(7),,0.1483,,,50,1648
4830,4830,15198,2016,12,18,17,15,1.0,29.51,50.92,17.9,Zagros,5,,,4.0,,,4.0,4.0,IRSC,,,IRSC,,,Equation(7),,0.1483,,,50,1648
4831,4831,15199,2016,12,18,17,40,54.0,29.51,50.89,17.3,Zagros,5,,3.3,4.1,,,4.1,4.1,IRSC,,ISC      ,IRSC,,,Equation(7),,0.1482,,,50,1648
4832,4832,15200,2016,12,18,20,38,26.0,29.51,50.92,15.0,Zagros,5,4.2,,4.1,,,4.1,4.1,ISC-EHB,ISC,,IRSC,,,Equation(7),,0.1482,,,50,1648
4833,4833,15225,2016,12,29,10,55,17.0,29.54,50.89,18.6,Zagros,5,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,50,1648
4834,4834,15235,2017,1,2,0,29,40.0,29.57,50.89,11.0,Zagros,5,4.2,4.3,4.3,,,4.3,4.3,IRSC,ISC,ISC,IRSC,,,Equation(7),,0.1481,,,50,1648
4835,4835,15236,2017,1,2,0,42,8.0,29.51,50.85,17.6,Zagros,5,4.4,4.7,4.7,4.6,,4.7,4.7,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,,50,1648
4836,4836,15513,2017,4,18,1,28,48.0,29.6,50.9,15.3,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,50,1648
4837,4837,15532,2017,4,26,10,28,27.0,29.59,50.9,10.8,Zagros,5,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,,50,1648
4838,4838,15626,2017,6,2,20,33,54.0,29.44,51.03,10.9,Zagros,5,4.1,,3.6,,,3.6,3.6,IRSC,NEIC,,IRSC,,,Equation(7),,0.1489,,,50,1648
4839,4839,16422,2018,3,18,21,30,20.0,29.68,50.91,23.9,Zagros,5,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,,50,1648
4840,4840,16423,2018,3,18,22,46,15.0,29.67,50.76,19.4,Zagros,5,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,,50,1648
4841,4841,16806,2018,8,15,3,4,33.0,29.5,50.99,8.1,Zagros,5,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,50,1648
4842,4842,17119,2018,12,29,18,29,34.0,29.46,51.0,11.7,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,50,1648
4843,4843,1047,1965,6,18,13,49,34.0,29.67,51.25,18.5,Zagros,5,5.0,4.6,,,5.2,,5.2,ISC-GEM,ISC,ISC,,,ISC-GEM,,0.24,,,,62,1649
4844,4844,1177,1968,5,30,19,53,5.0,29.67,51.23,9.0,Zagros,5,5.2,4.9,,,5.4,,5.4,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.45,,,,62,1649
4845,4845,1189,1968,6,22,15,56,49.0,29.63,51.25,10.0,Zagros,5,4.7,4.2,,,,4.8,4.8,ISC-EHB,ISC,M2014,,,,Equation(3),,0.174,,,62,1649
4846,4846,1304,1970,6,16,17,25,3.0,29.64,51.35,15.0,Zagros,5,4.6,4.1,,,,4.7,4.7,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1739,,,62,1649
4847,4847,1444,1973,3,3,2,46,26.0,29.66,51.21,15.0,Zagros,5,5.0,4.6,,,5.2,,5.2,ISC-GEM,ISC,ISC,,,ISC-GEM,,0.2,,,,62,1649
4848,4848,1744,1977,3,22,5,32,3.0,29.41,51.38,15.0,Zagros,5,4.9,4.5,,,5.3,,5.3,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.43,,,,62,1649
4849,4849,1796,1977,9,19,0,23,6.0,29.62,51.3,15.0,Zagros,5,4.8,4.4,,,5.1,,5.1,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.24,,,,62,1649
4850,4850,2636,1985,5,19,0,55,12.0,29.64,51.12,27.0,Zagros,5,4.7,4.2,,,,4.8,4.8,ISC-EHB,ISC,M2014,,,,Equation(3),,0.174,,,62,1649
4851,4851,3006,1988,11,21,17,27,5.0,29.65,51.35,15.0,Zagros,5,4.6,4.1,,,,4.7,4.7,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1739,,,62,1649
4852,4852,3015,1988,12,7,15,28,54.0,29.6,51.1,56.0,Zagros,5,4.3,3.7,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,62,1649
4853,4853,3134,1990,3,23,5,37,38.0,29.69,51.34,15.0,Zagros,5,4.6,4.1,,,,4.7,4.7,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1739,,,62,1649
4854,4854,3308,1991,10,9,2,38,30.0,29.6,51.3,33.0,Zagros,5,4.0,3.3,,,,4.0,4.0,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,62,1649
4855,4855,3317,1991,10,20,0,45,8.0,29.6,51.3,33.0,Zagros,5,4.1,3.4,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,62,1649
4856,4856,3427,1992,9,11,20,20,8.0,29.63,51.09,50.0,Zagros,5,4.4,4.5,,,,4.5,4.5,ISC,ISC,ISC,,,,Equation(3),,0.1738,,,62,1649
4857,4857,3625,1994,9,5,5,26,15.0,29.41,51.28,33.0,Zagros,5,4.8,4.5,,,,4.9,4.9,ISC,ISC,ISC,,,,Equation(3),,0.1741,,,62,1649
4858,4858,3693,1995,4,3,20,8,15.0,29.56,51.18,47.0,Zagros,5,4.2,3.5,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,62,1649
4859,4859,3799,1996,1,24,6,5,33.0,29.59,51.1,25.0,Zagros,5,4.4,3.8,,,,4.5,4.5,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1738,,,62,1649
4860,4860,3902,1996,10,4,16,7,21.0,29.5,51.31,52.0,Zagros,5,3.9,3.1,3.7,,,3.9,3.9,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,62,1649
4861,4861,4200,1998,9,29,0,9,50.0,29.52,51.37,25.0,Zagros,5,4.3,3.6,3.2,,,4.3,4.3,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.1738,,,62,1649
4862,4862,4583,2000,9,27,16,2,57.0,29.58,51.31,19.0,Zagros,5,3.9,3.1,3.1,,,3.9,3.9,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,62,1649
4863,4863,4753,2001,4,22,4,14,43.0,29.44,51.37,27.0,Zagros,5,3.9,3.1,3.6,,,3.9,3.9,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,62,1649
4864,4864,5128,2002,6,1,16,12,36.9,29.58,51.28,12.0,Zagros,5,4.9,4.2,,,5.0,,5.0,ISC-EHB,NEIC,NEIC,,,GCMT,,0.1,,,,62,1649
4865,4865,5438,2003,5,27,10,30,52.2,29.47,51.31,15.0,Zagros,5,5.0,4.2,4.0,,5.3,,5.3,ISC-EHB,NEIC,NEIC,IRSC,,GCMT,,0.1,,,,62,1649
4866,4866,5639,2004,1,22,21,19,29.0,29.62,51.24,26.0,Zagros,5,4.6,3.5,4.0,,,4.7,4.7,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.1739,,,62,1649
4867,4867,5983,2005,5,21,23,54,31.0,29.63,51.24,35.0,Zagros,5,4.3,3.5,3.9,3.9,,4.3,4.3,ISC-EHB,ISC,ISC,IRSC,IIEES,,Equation(3),,0.1738,,,62,1649
4868,4868,6030,2005,7,15,13,19,10.0,29.62,51.24,18.0,Zagros,5,,,3.5,3.5,,3.6,3.6,IRSC,,,IRSC,IIEES,,Equation(8),,0.1933,,,62,1649
4869,4869,6417,2006,5,15,21,6,27.0,29.67,51.29,27.4,Zagros,5,4.1,3.7,3.9,3.7,,3.9,3.9,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1484,,,62,1649
4870,4870,6966,2007,2,16,16,44,26.0,29.53,51.24,15.1,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,62,1649
4871,4871,7025,2007,3,15,16,25,34.0,29.55,51.3,20.6,Zagros,5,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,62,1649
4872,4872,7518,2007,9,25,18,23,7.0,29.45,51.22,13.8,Zagros,5,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,62,1649
4873,4873,7573,2007,10,21,22,41,47.0,29.64,51.19,10.0,Zagros,5,3.8,3.1,3.9,4.0,,3.9,3.9,ISC-EHB,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1484,,,62,1649
4874,4874,7630,2007,11,15,15,29,49.0,29.57,51.35,30.8,Zagros,5,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,62,1649
4875,4875,7687,2007,12,11,0,29,43.0,29.62,51.33,7.4,Zagros,5,3.9,3.1,3.7,,,3.7,3.7,IRSC,ISC,M2014,IRSC,,,Equation(7),,0.1487,,,62,1649
4876,4876,8116,2008,6,26,5,57,42.0,29.44,51.34,18.3,Zagros,5,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,62,1649
