,Unnamed: 0.1,Unnamed: 0,Year,Month,Day,Hour,Minute,Second,Lat,Lon,Depth,Seismotectonic unit,Unit no.,mb,Ms,MN,ML,Mw (reported),Mw (estimated),Mw,Location Ref.,mb Ref.,Ms Ref.,MN Ref.,ML Ref.,Mw Ref. (reported),Mw Ref. (estimated),Assumed_uncertainty of Mw,1 Standard deviatoion for converted Mw,Unnamed: 27,References,Density,Cell#
9146,9146,1084,1966,7,27,17,6,3.0,32.68,49.4,95.0,Zagros,5,4.5,4.0,,,,4.6,4.6,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,13,2358
9147,9147,1383,1972,1,5,1,5,8.0,32.88,49.25,46.0,Zagros,5,4.4,3.8,,,,4.5,4.5,NEIC,NEIC,M2014,,,,Equation(3),,0.1738,,,13,2358
9148,9148,2855,1987,8,31,17,56,44.0,32.69,49.2,33.0,Zagros,5,4.0,3.3,,,,4.0,4.0,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,13,2358
9149,9149,4455,2000,4,12,8,20,16.0,32.87,49.39,15.0,Zagros,5,4.3,3.7,3.6,,4.5,,4.5,ISC-EHB,ISC,M2014,IRSC,,ETHZ,,0.4,,,,13,2358
9150,9150,6179,2006,1,12,21,22,48.0,32.78,49.26,15.0,Zagros,5,4.4,3.9,4.3,4.3,,4.3,4.3,ISC-EHB,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,,13,2358
9151,9151,6844,2006,12,17,12,9,32.0,32.83,49.33,4.0,Zagros,5,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,,13,2358
9152,9152,7481,2007,9,8,21,6,23.0,32.73,49.27,9.6,Zagros,5,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,13,2358
9153,9153,7645,2007,11,20,11,36,17.0,32.65,49.17,4.6,Zagros,5,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,,13,2358
9154,9154,11452,2012,8,24,3,32,6.0,32.68,49.25,10.0,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,13,2358
9155,9155,11775,2013,1,10,18,32,59.0,32.8,49.42,10.0,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,13,2358
9156,9156,12571,2013,12,23,23,52,3.0,32.67,49.43,8.0,Zagros,5,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,13,2358
9157,9157,1892,1978,8,28,0,7,1.0,32.63,49.78,10.0,Zagros,5,5.2,4.4,,,5.4,,5.4,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.42,,,,15,2359
9158,9158,1972,1979,6,2,1,34,34.0,32.62,49.69,38.0,Zagros,5,4.6,4.1,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,15,2359
9159,9159,3538,1993,8,13,0,43,42.0,32.62,49.57,14.0,Zagros,5,4.7,4.6,,,,4.8,4.8,ISC-EHB,ISC,ISC,,,,Equation(3),,0.174,,,15,2359
9160,9160,3775,1995,12,2,19,31,37.0,32.7,49.72,107.0,Zagros,5,4.0,3.3,,,,4.0,4.0,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,15,2359
9161,9161,4461,2000,4,18,2,22,42.0,32.66,49.68,18.0,Zagros,5,,,3.5,,,4.0,4.0,IRSC,,,IRSC,,,Equation(6),,0.3389,,,15,2359
9162,9162,5532,2003,10,7,5,21,8.0,32.83,49.54,6.0,Zagros,5,3.9,3.1,3.8,,,3.9,3.9,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,15,2359
9163,9163,5939,2005,2,8,22,20,38.0,32.82,49.52,14.0,Zagros,5,4.6,4.1,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,15,2359
9164,9164,6132,2005,11,23,9,27,47.0,32.73,49.66,10.0,Zagros,5,,,3.6,3.3,,4.1,4.1,IRSC,,,IRSC,IIEES,,Equation(6),,0.3386,,,15,2359
9165,9165,6546,2006,7,24,22,51,8.0,32.64,49.74,18.0,Zagros,5,4.2,3.5,4.0,4.0,,4.0,4.0,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1483,,,15,2359
9166,9166,8187,2008,8,5,20,44,13.0,32.75,49.58,5.3,Zagros,5,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,15,2359
9167,9167,10805,2011,11,7,10,52,12.0,32.62,49.61,14.0,Zagros,5,4.2,,3.8,,,3.8,3.8,IRSC,ISC,,IRSC,,,Equation(7),,0.1486,,,15,2359
9168,9168,14290,2015,12,5,11,33,34.0,32.61,49.66,8.0,Zagros,5,,3.3,3.8,3.6,,3.8,3.8,IRSC,,ISC      ,IRSC,IIEES,,Equation(7),,0.1486,,,15,2359
9169,9169,15576,2017,5,14,9,1,58.0,32.61,49.63,9.0,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,15,2359
9170,9170,16862,2018,9,4,18,14,39.0,32.64,49.77,5.0,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,15,2359
9171,9171,17116,2018,12,28,9,44,21.0,32.78,49.57,8.6,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,15,2359
9172,9172,1553,1974,11,22,9,44,15.0,32.67,49.9,30.0,Zagros,5,4.6,4.1,,,5.1,,5.1,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.38,,,,16,2360
9173,9173,1939,1979,2,15,10,12,39.0,32.65,49.82,33.0,Zagros,5,4.3,3.7,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,16,2360
9174,9174,2146,1980,11,27,16,26,55.0,32.62,49.81,15.0,Zagros,5,4.7,3.6,,,,4.8,4.8,ISC-EHB,ISC,ISC,,,,Equation(3),,0.174,,,16,2360
9175,9175,5858,2004,10,23,18,16,45.0,32.73,49.9,15.0,Zagros,5,4.4,3.8,3.9,3.6,,4.5,4.5,ISC,ISC,M2014,IRSC,IIEES,,Equation(3),,0.1738,,,16,2360
9176,9176,6838,2006,12,15,1,54,51.0,32.81,49.89,7.0,Zagros,5,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,16,2360
9177,9177,10050,2010,11,2,0,2,58.0,32.62,49.86,6.2,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,16,2360
9178,9178,11297,2012,6,8,15,17,53.0,32.74,49.98,8.3,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,16,2360
9179,9179,12709,2014,2,20,4,18,35.0,32.66,49.91,12.0,Zagros,5,,3.3,4.5,4.3,,4.5,4.5,IRSC,,ISC      ,IRSC,IIEES,,Equation(7),,0.1481,,,16,2360
9180,9180,12975,2014,6,12,19,55,41.0,32.7,49.82,8.0,Zagros,5,,,3.7,3.5,,3.7,3.7,IRSC,,,IRSC,IIEES,,Equation(7),,0.1487,,,16,2360
9181,9181,13763,2015,5,5,23,35,9.0,32.67,50.02,8.2,Zagros,5,,,3.7,3.8,,3.7,3.7,IRSC,,,IRSC,IIEES,,Equation(7),,0.1487,,,16,2360
9182,9182,13838,2015,5,30,10,46,14.0,32.68,49.93,8.5,Zagros,5,,,3.2,3.1,,3.1,3.1,IRSC,,,IRSC,IIEES,,Equation(7),,0.1498,,,16,2360
9183,9183,14328,2015,12,23,2,18,49.0,32.61,50.06,8.0,Zagros,5,4.1,,3.9,3.6,,3.9,3.9,IRSC,ISC,,IRSC,IIEES,,Equation(7),,0.1484,,,16,2360
9184,9184,14378,2016,1,10,6,12,6.0,32.61,49.92,8.2,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,16,2360
9185,9185,15283,2017,1,22,6,47,38.0,32.73,49.86,8.0,Zagros,5,4.7,,4.5,,,4.5,4.5,IRSC,ISC,,IRSC,,,Equation(7),,0.1481,,,16,2360
9186,9186,15406,2017,3,14,6,13,48.0,32.71,49.84,20.2,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,16,2360
9187,9187,17056,2018,12,3,17,16,18.0,32.82,49.88,6.5,Zagros,5,4.4,,4.2,,,4.2,4.2,NEIC,NEIC,,IRSC,,,Equation(7),,0.1482,,,16,2360
9188,9188,1920,1978,12,14,12,52,8.0,32.69,50.19,,Zagros,5,4.3,3.7,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,2361
9189,9189,6663,2006,9,24,20,33,48.0,32.75,50.13,10.0,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,2361
9190,9190,4779,2001,5,23,16,2,36.0,32.8,50.98,18.0,Central East Iran,2,,,3.5,,,4.0,4.0,IRSC,,,IRSC,,,Equation(6),,0.3389,,,10,2363
9191,9191,5801,2004,7,25,1,55,15.0,32.74,50.86,18.0,Central East Iran,2,,,3.8,,,4.3,4.3,IRSC,,,IRSC,,,Equation(6),,0.338,,,10,2363
9192,9192,8246,2008,8,25,11,35,42.0,32.8,51.38,3.2,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,2364
9193,9193,8511,2008,12,8,0,44,0.0,32.87,51.53,4.0,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,2365
9194,9194,10115,2010,11,26,21,35,49.0,32.86,51.54,2.5,Central East Iran,2,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,2365
9195,9195,12026,2013,4,19,20,22,34.0,32.78,51.81,10.0,Central East Iran,2,4.2,,4.1,,4.0,,4.0,IRSC,ISC,,IRSC,,H2019,,,,,,10,2366
9196,9196,15571,2017,5,11,16,32,46.0,32.88,52.5,8.0,Central East Iran,2,,,3.9,,,3.9,3.9,IRSC,,,IRSC,,,Equation(7),,0.1484,,,10,2368
9197,9197,473,1931,1,4,20,10,43.0,32.71,52.68,15.0,Central East Iran,2,,,,,5.5,,5.5,ISC-GEM,,,,,ISC-GEM,,0.2,,,,10,2369
9198,9198,12774,2014,3,23,2,44,28.0,32.66,54.48,8.0,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,2374
9199,9199,13307,2014,10,23,2,18,54.0,32.66,54.34,12.8,Central East Iran,2,,,3.4,3.1,,3.3,3.3,IRSC,,,IRSC,IIEES,,Equation(7),,0.1493,,,10,2374
9200,9200,1551,1974,11,17,15,5,45.0,32.8,55.05,10.0,Central East Iran,2,5.0,4.8,,,5.4,,5.4,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.21,,,,10,2376
9201,9201,5637,2004,1,20,18,43,21.0,32.61,55.18,14.3,Central East Iran,2,,,3.6,,,4.1,4.1,IRSC,,,IRSC,,,Equation(6),,0.3386,,,10,2376
9202,9202,6058,2005,8,13,3,21,39.0,32.8,54.95,13.1,Central East Iran,2,,,3.7,3.4,,4.2,4.2,IRSC,,,IRSC,IIEES,,Equation(6),,0.3383,,,10,2376
9203,9203,6175,2006,1,8,16,15,13.0,32.79,55.05,7.9,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,2376
9204,9204,9686,2010,5,28,20,11,2.0,32.89,55.05,9.4,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,2376
9205,9205,10603,2011,7,29,17,53,59.0,32.81,54.96,1.3,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,2376
9206,9206,13895,2015,6,23,21,23,35.0,32.84,55.12,8.9,Central East Iran,2,,,3.5,3.4,,3.4,3.4,IRSC,,,IRSC,IIEES,,Equation(7),,0.1491,,,10,2376
9207,9207,13941,2015,7,10,17,49,53.0,32.62,54.99,9.4,Central East Iran,2,,,3.8,3.9,,3.8,3.8,IRSC,,,IRSC,IIEES,,Equation(7),,0.1486,,,10,2376
9208,9208,4919,2001,10,26,5,58,4.0,32.85,55.45,3.8,Central East Iran,2,,,3.7,,,4.2,4.2,IRSC,,,IRSC,,,Equation(6),,0.3383,,,10,2377
9209,9209,6691,2006,10,10,9,36,24.0,32.65,55.45,19.5,Central East Iran,2,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,2377
9210,9210,6916,2007,1,22,15,32,51.0,32.68,55.2,10.5,Central East Iran,2,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,,10,2377
9211,9211,9689,2010,5,30,11,12,48.0,32.66,55.34,3.6,Central East Iran,2,4.0,3.4,4.2,4.2,,4.2,4.2,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1482,,,10,2377
9212,9212,15702,2017,6,30,21,51,37.0,32.66,55.45,15.3,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,2377
9213,9213,16648,2018,6,6,10,40,35.0,32.79,55.75,5.0,Central East Iran,2,4.2,,4.0,,,4.0,4.0,IRSC,NEIC,,IRSC,,,Equation(7),,0.1483,,,10,2378
9214,9214,5058,2002,3,21,13,37,37.0,32.76,55.83,18.0,Central East Iran,2,,,3.5,,,4.0,4.0,IRSC,,,IRSC,,,Equation(6),,0.3389,,,10,2379
9215,9215,12113,2013,5,27,12,24,34.0,32.61,56.08,5.7,Central East Iran,2,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,10,2379
9216,9216,12115,2013,5,28,0,24,34.0,32.61,56.08,5.7,Central East Iran,2,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,10,2379
9217,9217,2047,1980,1,10,21,8,11.0,32.78,56.42,33.0,Central East Iran,2,4.6,4.2,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,10,2380
9218,9218,7817,2008,2,3,1,14,5.0,32.69,56.41,3.7,Central East Iran,2,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,2380
9219,9219,8888,2009,6,7,6,47,48.0,32.75,56.37,8.5,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,2380
9220,9220,8889,2009,6,7,12,43,33.0,32.82,56.33,2.9,Central East Iran,2,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,2380
9221,9221,12287,2013,8,15,20,8,40.0,32.89,56.23,7.1,Central East Iran,2,4.2,,4.4,,4.1,,4.1,IRSC,ISC,,IRSC,,H2019,,,,,,10,2380
9222,9222,12964,2014,6,9,23,0,29.0,32.86,56.25,7.0,Central East Iran,2,,,3.1,3.0,,3.0,3.0,IRSC,,,IRSC,IIEES,,Equation(7),,0.15,,,10,2380
9223,9223,13308,2014,10,23,18,1,22.0,32.77,56.14,8.4,Central East Iran,2,,,3.0,3.0,,2.9,2.9,IRSC,,,IRSC,IIEES,,Equation(7),,0.1503,,,10,2380
9224,9224,12313,2013,8,27,22,0,41.6,32.78,56.48,26.0,Central East Iran,2,4.7,5.0,4.9,,4.9,,4.9,ISC-EHB,NEIC,NEIC,IRSC,,GCMT,,0.1,,,,10,2381
9225,9225,12557,2013,12,15,6,28,37.0,32.74,56.51,10.9,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,2381
9226,9226,6114,2005,11,1,10,45,40.0,32.66,57.18,10.0,Central East Iran,2,,,3.9,3.7,,3.8,3.8,IRSC,,,IRSC,IIEES,,Equation(8),,0.1917,,,10,2383
9227,9227,6122,2005,11,13,21,32,48.0,32.64,57.49,10.2,Central East Iran,2,,,4.5,4.3,,4.4,4.4,IRSC,,,IRSC,IIEES,,Equation(8),,0.1885,,,10,2384
9228,9228,12129,2013,6,2,11,38,47.0,32.76,57.96,5.0,Central East Iran,2,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,2385
9229,9229,2892,1987,12,21,1,47,37.0,32.7,58.9,10.0,Central East Iran,2,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,2388
9230,9230,2883,1987,11,24,11,23,16.0,32.65,59.11,25.0,Central East Iran,2,5.4,4.4,,,5.3,,5.3,ISC-EHB,NEIC,NEIC,,,GCMT,,0.2,,,,10,2389
9231,9231,8046,2008,5,30,8,49,45.0,32.76,59.12,5.0,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,2389
9232,9232,8209,2008,8,12,23,37,26.0,32.69,59.29,1.3,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,2389
9233,9233,10664,2011,9,1,16,31,14.0,32.78,59.1,5.0,Central East Iran,2,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,2389
9234,9234,13172,2014,9,1,5,59,11.0,32.69,59.3,10.5,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,2389
9235,9235,15554,2017,5,2,9,8,52.0,32.61,59.07,7.8,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,2389
9236,9236,15878,2017,9,5,22,20,31.0,32.72,59.06,8.7,Central East Iran,2,4.7,,4.7,,4.4,,4.4,IRSC,NEIC,,IRSC,,H2019,,,,,,10,2389
9237,9237,8547,2008,12,24,19,49,4.0,32.68,59.43,3.0,Central East Iran,2,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,10,2390
9238,9238,15373,2017,2,26,7,56,52.0,32.66,59.38,7.2,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,2390
9239,9239,16070,2017,11,14,19,48,8.0,32.76,59.35,5.0,Central East Iran,2,4.4,,4.0,,,4.0,4.0,IRSC,NEIC,,IRSC,,,Equation(7),,0.1483,,,10,2390
9240,9240,5293,2002,11,14,4,7,30.0,32.8,59.71,15.0,Central East Iran,2,4.4,3.8,4.2,,,4.5,4.5,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.1738,,,10,2391
9241,9241,5624,2003,12,29,6,19,2.0,32.79,59.79,18.0,Central East Iran,2,,,3.7,,,4.2,4.2,IRSC,,,IRSC,,,Equation(6),,0.3383,,,10,2391
9242,9242,6533,2006,7,18,13,0,0.0,32.62,59.86,10.0,Central East Iran,2,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,2391
9243,9243,10236,2011,1,28,17,52,59.0,32.8,59.9,5.0,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,2391
9244,9244,10536,2011,7,1,5,22,36.0,32.68,59.82,4.0,Central East Iran,2,3.9,3.1,4.1,4.1,,4.1,4.1,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1482,,,10,2391
9245,9245,11597,2012,10,30,19,18,28.0,32.65,59.87,10.1,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,2391
9246,9246,4163,1998,6,14,11,17,26.0,32.76,60.22,33.0,Central East Iran,2,3.9,3.6,,,,3.9,3.9,ISC,ISC,ISC,,,,Equation(3),,0.1738,,,10,2392
9247,9247,4503,2000,6,23,19,47,32.0,32.84,60.21,33.0,Central East Iran,2,3.6,3.3,3.6,,,3.5,3.5,ISC,ISC,ISC,IRSC,,,Equation(3),,0.174,,,10,2392
9248,9248,4891,2001,10,8,6,16,7.0,32.69,60.1,19.0,Central East Iran,2,4.4,3.9,4.0,,,4.5,4.5,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,10,2392
9249,9249,8006,2008,5,9,7,51,56.0,32.62,60.23,18.0,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,2392
9250,9250,8161,2008,7,18,3,44,22.0,32.8,60.25,15.9,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,2392
9251,9251,8887,2009,6,6,13,37,15.0,32.75,60.15,34.0,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,2392
9252,9252,10675,2011,9,4,7,13,22.0,32.63,60.1,7.1,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,2392
9253,9253,15897,2017,9,13,18,30,16.0,32.85,60.19,11.7,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,2392
9254,9254,16546,2018,4,30,8,7,29.0,32.75,60.15,6.0,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,2392
9255,9255,3986,1997,5,10,8,21,49.0,32.83,60.41,10.0,Central East Iran,2,4.1,3.5,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,2393
9256,9256,4372,1999,11,5,20,13,24.0,32.69,60.28,27.0,Central East Iran,2,3.8,3.7,4.4,,,3.7,3.7,ISC,ISC,ISC,IRSC,,,Equation(3),,0.1739,,,10,2393
9257,9257,6784,2006,11,16,23,48,45.0,32.64,60.43,4.5,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,2393
9258,9258,7284,2007,6,21,23,22,47.0,32.71,60.31,1.4,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,2393
9259,9259,8722,2009,3,9,13,43,50.0,32.84,60.3,5.5,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,2393
9260,9260,9199,2009,11,1,8,53,27.0,32.88,60.27,5.5,Central East Iran,2,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,2393
9261,9261,9243,2009,11,24,19,17,57.0,32.82,60.27,2.5,Central East Iran,2,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,2393
9262,9262,10308,2011,3,2,8,52,40.0,32.86,60.26,2.9,Central East Iran,2,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,,10,2393
9263,9263,12976,2014,6,12,20,30,14.0,32.66,60.46,5.7,Central East Iran,2,,,3.7,3.5,,3.7,3.7,IRSC,,,IRSC,IIEES,,Equation(7),,0.1487,,,10,2393
9264,9264,16188,2017,12,23,7,42,55.0,32.61,60.36,7.3,Central East Iran,2,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,,10,2393
9265,9265,3990,1997,5,19,3,5,9.0,32.72,60.67,10.0,Central East Iran,2,4.1,3.5,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,2394
9266,9266,16891,2018,9,15,17,33,40.0,32.99,44.06,10.0,Out of all Provinces,6,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,2406
9267,9267,5029,2002,2,22,18,0,18.0,33.13,45.58,33.0,Out of all Provinces,6,3.9,3.1,,,,3.9,3.9,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,2411
9268,9268,5928,2005,1,24,9,40,15.0,32.94,45.54,7.0,Out of all Provinces,6,3.9,3.1,,,,3.9,3.9,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,2411
9269,9269,8053,2008,5,31,22,55,11.0,33.05,45.9,18.0,Zagros,5,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,12,2412
9270,9270,8695,2009,2,26,20,7,58.0,33.09,45.92,25.4,Zagros,5,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,12,2412
9271,9271,8937,2009,6,28,14,28,36.0,33.18,45.97,27.4,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,12,2412
9272,9272,9767,2010,6,28,7,9,22.0,32.96,45.75,5.0,Out of all Provinces,6,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,12,2412
9273,9273,13866,2015,6,9,15,14,0.0,33.09,45.96,14.3,Zagros,5,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,12,2412
9274,9274,14061,2015,8,27,2,19,9.0,33.0,45.82,14.7,Zagros,5,,,3.4,3.6,,3.3,3.3,IRSC,,,IRSC,IIEES,,Equation(7),,0.1493,,,12,2412
9275,9275,14624,2016,4,23,1,16,35.0,32.98,45.82,19.2,Out of all Provinces,6,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,12,2412
9276,9276,15140,2016,11,18,1,57,5.0,32.97,45.81,18.2,Out of all Provinces,6,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,12,2412
9277,9277,15693,2017,6,28,2,53,9.0,33.15,45.92,12.2,Zagros,5,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,,12,2412
9278,9278,15696,2017,6,28,23,50,56.0,33.17,45.95,6.0,Zagros,5,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,,12,2412
9279,9279,16540,2018,4,28,1,13,18.0,32.93,45.95,8.4,Zagros,5,4.1,,3.9,,,3.9,3.9,IRSC,NEIC,,IRSC,,,Equation(7),,0.1484,,,12,2412
9280,9280,16967,2018,10,26,8,5,15.0,32.94,45.94,9.5,Zagros,5,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,12,2412
9281,9281,1404,1972,6,10,19,31,41.0,32.93,46.28,33.0,Zagros,5,4.0,3.3,,,,4.0,4.0,NEIC,NEIC,M2014,,,,Equation(3),,0.1738,,,43,2413
9282,9282,1405,1972,6,12,13,34,0.0,33.04,46.26,11.0,Zagros,5,5.4,5.0,,,5.6,,5.6,ISC-EHB,NEIC,NEIC,,,ISC-GEM,,0.2,,,,43,2413
9283,9283,2652,1985,7,27,3,12,12.0,32.99,46.28,54.0,Zagros,5,4.7,4.2,,,,4.8,4.8,ISC,ISC,M2014,,,,Equation(3),,0.174,,,43,2413
9284,9284,2807,1987,3,11,1,59,31.0,33.05,46.27,67.0,Zagros,5,4.4,3.8,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,43,2413
9285,9285,5754,2004,5,30,11,49,16.0,33.06,46.3,10.0,Zagros,5,4.1,3.4,3.7,,,4.1,4.1,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,43,2413
9286,9286,5985,2005,5,24,20,29,39.0,33.18,46.27,10.0,Zagros,5,,,3.5,3.0,,4.0,4.0,IRSC,,,IRSC,IIEES,,Equation(6),,0.3389,,,43,2413
9287,9287,6956,2007,2,12,13,43,7.0,32.98,46.06,35.2,Zagros,5,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,43,2413
