,Unnamed: 0,Year,Month,Day,Hour,Minute,Second,Lat,Lon,Depth,Seismotectonic unit,Unit no.,mb,Ms,MN,ML,Mw (reported),Mw (estimated),Mw,Location Ref.,mb Ref.,Ms Ref.,MN Ref.,ML Ref.,Mw Ref. (reported),Mw Ref. (estimated),Assumed_uncertainty of Mw,1 Standard deviatoion for converted Mw,Unnamed: 27,References
4147,13007,2014,6,23,4,21,20,28.73,58.08,8,Central East Iran,2,,,4,4.1,,4,4,IRSC,,,IRSC,IIEES,,Equation(7),,0.1483,,
4148,16982,2018,11,4,2,13,6,28.57,58.29,8,Central East Iran,2,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4149,17004,2018,11,14,15,53,12,28.6,58.31,8,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4150,17005,2018,11,14,15,56,1,28.56,58.28,8,Central East Iran,2,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,
4151,6765,2006,11,11,16,52,7,28.7,58.62,33.4,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4152,11007,2012,1,24,0,7,9,28.76,58.49,10,Central East Iran,2,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
4153,11010,2012,1,24,12,7,10,28.76,58.49,10,Central East Iran,2,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
4154,13968,2015,7,20,14,54,16,28.73,58.41,11.8,Central East Iran,2,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4155,1315,1970,9,8,12,45,13,28.55,58.77,15,Central East Iran,2,4.7,4.4,,,,4.8,4.8,ISC-EHB,ISC,M2014,,,,Equation(3),,0.174,,
4156,11595,2012,10,29,10,51,0,28.73,58.68,10,Central East Iran,2,,,4.5,,,4.5,4.5,IRSC,,,IRSC,,,Equation(7),,0.1481,,
4157,12234,2013,7,21,4,2,20,28.67,58.77,10,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4158,14221,2015,10,31,17,12,57,28.81,58.68,8,Central East Iran,2,,,3.1,3.1,,3,3,IRSC,,,IRSC,IIEES,,Equation(7),,0.15,,
4159,14423,2016,1,24,23,20,35,28.73,58.87,8.9,Central East Iran,2,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,
4160,8718,2009,3,7,21,59,28,28.68,59.24,2.3,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4161,12172,2013,6,18,21,0,59,28.72,59.17,10,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4162,13483,2015,1,7,3,41,36,28.57,59.11,19.8,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4163,7104,2007,4,12,15,0,12,28.71,59.33,30.3,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4164,10428,2011,5,6,15,28,20,28.68,59.79,18,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4165,8015,2008,5,13,2,3,1,28.72,60.18,7.8,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4166,1125,1967,3,25,22,26,27,28.57,60.36,36,Central East Iran,2,4.9,4.7,,,,5.1,5.1,ISC,ISC,M2014,,,,Equation(3),,0.1742,,
4167,2259,1982,1,3,0,46,23,28.57,60.31,9,Central East Iran,2,4.6,3.4,,,,4.7,4.7,ISC,ISC,ISC,,,,Equation(3),,0.1739,,
4168,7409,2007,8,14,3,23,21,28.59,61.3,21.7,Central East Iran,2,,,4.3,,,4.3,4.3,IRSC,,,IRSC,,,Equation(7),,0.1481,,
4169,16827,2018,8,23,10,41,58,28.75,61.23,12.4,Central East Iran,2,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
4170,14950,2016,8,26,10,19,26,28.58,62.12,6,Central East Iran,2,4.5,3.5,4.4,,,4.4,4.4,IRSC,ISC,ISC,IRSC,,,Equation(7),,0.1481,,
4171,13882,2015,6,16,10,39,15,28.6,62.47,10,Central East Iran,2,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4172,3008,1988,11,28,5,19,9,28.65,63.95,15,Out of all Provinces,6,4.9,4.7,,,,5.1,5.1,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1742,,
4173,10221,2011,1,18,20,23,23.5,28.74,63.95,83.5,Out of all Provinces,6,6.7,7.2,,,7.2,,7.2,ISC-EHB,NEIC,NEIC,,,GCMT,,0.1,,,
4174,14184,2015,10,19,14,17,1,28.77,63.86,70,Out of all Provinces,6,4.8,,,,,4.9,4.9,ISC-EHB,ISC,,,,,Equation(3),,0.1741,,
4175,3510,1993,6,2,22,1,50,28.91,47.57,21,Out of all Provinces,6,4.6,4.1,,,,4.7,4.7,ISC,ISC,ISC,,,,Equation(3),,0.1739,,
4176,4046,1997,9,18,20,24,50,28.91,47.49,43,Out of all Provinces,6,4.3,3.7,3.5,,,4.3,4.3,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,
4177,6865,2006,12,29,10,22,29,28.85,47.51,11,Out of all Provinces,6,4,3.6,,,,4,4,ISC,ISC,ISC,,,,Equation(3),,0.1738,,
4178,9214,2009,11,12,20,10,21,28.92,47.35,9.8,Out of all Provinces,6,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4179,9367,2010,1,22,17,2,42,28.86,47.29,5.5,Out of all Provinces,6,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4180,11623,2012,11,12,3,46,2,28.92,47.57,13,Out of all Provinces,6,4.1,,,,,4.1,4.1,ISC,ISC,,,,,Equation(3),,0.1738,,
4181,13439,2014,12,21,9,8,4,28.99,47.48,10,Out of all Provinces,6,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4182,13650,2015,3,21,11,23,35,28.98,47.57,13,Out of all Provinces,6,4.3,3.8,,4.9,,4.3,4.3,ISC      ,ISC,ISC,,IIEES,,Equation(3),,0.1738,,
4183,14659,2016,5,4,8,25,42,28.87,47.38,12,Out of all Provinces,6,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4184,6224,2006,2,12,16,37,15,28.88,47.66,18,Out of all Provinces,6,3.4,3.7,,,,4.4,4.4,ISC,ISC,ISC,,,,Equation(5),,0.2587,,
4185,7424,2007,8,17,23,3,16,29.07,47.83,15,Out of all Provinces,6,,,,4,,4.1,4.1,IIEES,,,,IIEES,,Equation(8),,0.1897,,
4186,7846,2008,2,19,10,28,57,28.92,47.58,17,Out of all Provinces,6,3.9,3.1,,,,3.9,3.9,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4187,9584,2010,4,24,12,36,52,28.84,47.62,5,Out of all Provinces,6,,,4.1,,,4.1,4.1,IRSC,,,IRSC,,,Equation(7),,0.1482,,
4188,12773,2014,3,22,4,12,35,29.04,47.79,20,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4189,717,1950,2,2,15,46,0,29,49,,Out of all Provinces,6,4,4.1,,,,4,4,M1994,M1994,M1994,,,,Equation(3),,0.1738,,
4190,13012,2014,6,24,20,5,17,28.95,49.41,10,Out of all Provinces,6,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
4191,15369,2017,2,25,6,21,10,29.1,49.69,8.2,Out of all Provinces,6,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4192,14705,2016,5,22,7,32,21,28.87,50.22,18.9,Out of all Provinces,6,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4193,6945,2007,2,7,9,47,11,29.07,50.71,20,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4194,12474,2013,11,8,21,14,17,28.92,50.74,10,Zagros,5,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4195,2153,1980,12,14,12,39,31,29.11,50.85,15,Zagros,5,4.6,4.1,,,,4.7,4.7,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1739,,
4196,3767,1995,11,14,22,26,36,28.87,51.03,33,Zagros,5,4.3,3.7,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4197,6646,2006,9,17,23,34,11,28.93,51.06,3,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4198,6872,2007,1,2,23,17,14,29.09,51.06,15.2,Zagros,5,,,3.8,4,,3.8,3.8,IRSC,,,IRSC,IIEES,,Equation(7),,0.1486,,
4199,12430,2013,10,20,15,42,19,28.83,50.77,10,Out of all Provinces,6,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4200,12432,2013,10,21,6,28,31,29.09,50.91,25.9,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4201,12433,2013,10,21,6,30,3,28.92,50.98,33.1,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4202,12435,2013,10,21,9,53,19,29.07,50.88,10,Zagros,5,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4203,12437,2013,10,21,21,10,10,28.95,50.91,10,Zagros,5,4,,3.6,,,3.6,3.6,IRSC,ISC,,IRSC,,,Equation(7),,0.1489,,
4204,12440,2013,10,22,11,9,41,29,50.92,5,Out of all Provinces,6,4.1,,4,,,4,4,IRSC,ISC,,IRSC,,,Equation(7),,0.1483,,
4205,552,1935,10,15,17,2,45,28.9,51.31,33,Zagros,5,4.5,4,,,,4.6,4.6,M1994,M1994,M2014,,,,Equation(3),,0.1739,,
4206,2860,1987,9,21,2,41,54,28.9,51.1,33,Zagros,5,4.2,3.5,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4207,3093,1989,11,9,8,29,41,29.01,51.15,10,Zagros,5,4.3,3.7,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4208,3220,1990,12,16,22,18,50,29.02,51.31,15,Zagros,5,5.3,5.5,,,5.7,,5.7,ISC-EHB,NEIC,NEIC,,,GCMT,,0.2,,,
4209,3300,1991,9,14,19,38,19,29.11,51.3,53,Zagros,5,3.9,3.1,,,,3.9,3.9,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4210,3302,1991,9,16,13,23,38,28.97,51.31,25,Zagros,5,4.9,4.9,,,,5.1,5.1,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1742,,
4211,3401,1992,6,23,9,44,22,28.9,51.3,33,Zagros,5,4,3.3,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4212,3522,1993,7,6,13,41,24,28.87,51.27,15,Zagros,5,4.7,4.6,,,,4.8,4.8,ISC-EHB,ISC,ISC,,,,Equation(3),,0.174,,
4213,3670,1995,1,25,19,36,27,28.86,51.38,15,Zagros,5,4.6,4.1,,,,4.7,4.7,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1739,,
4214,3677,1995,2,15,13,5,20,29.09,51.25,15,Zagros,5,4.6,4.1,,,,4.7,4.7,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1739,,
4215,3826,1996,3,13,8,5,33,28.85,51.36,60,Zagros,5,4,3.3,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4216,3827,1996,3,15,7,5,54,28.83,51.3,35,Zagros,5,4.2,3.5,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4217,4398,1999,12,30,4,24,25,29.08,51.36,78,Zagros,5,4,3.3,3,,,4,4,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,
4218,4584,2000,10,1,2,1,7,28.94,51.31,33,Zagros,5,3.9,3.1,3.2,,,3.9,3.9,ISC,ISC,ISC,IRSC,,,Equation(3),,0.1738,,
4219,5086,2002,4,13,6,58,23,29.03,51.23,15,Zagros,5,4.6,3,4.2,,4.5,,4.5,ISC-EHB,ISC,ISC,IRSC,,ETHZ,,0.4,,,
4220,5685,2004,3,2,7,51,43,28.86,51.18,15,Zagros,5,4.9,4.5,5,,5.1,,5.1,ISC-EHB,NEIC,NEIC,IRSC,,GCMT,,0.1,,,
4221,5688,2004,3,5,21,33,1,29.11,51.09,35.8,Zagros,5,,,3.9,,,4.4,4.4,IRSC,,,IRSC,,,Equation(6),,0.3378,,
4222,6265,2006,2,28,18,6,8,28.86,51.24,11.6,Zagros,5,3.9,3.1,4.1,3.9,,4.1,4.1,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1482,,
4223,6428,2006,5,22,16,46,44,29.1,51.18,7.5,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4224,6754,2006,11,7,0,55,26,28.97,51.28,10,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4225,6796,2006,11,19,11,54,34,29.04,51.32,7.6,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4226,6899,2007,1,18,2,1,40,28.97,51.24,24.1,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4227,7158,2007,5,1,14,40,23,28.9,51.36,14.7,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4228,7516,2007,9,23,22,26,43,28.86,51.24,10.3,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4229,7845,2008,2,19,4,23,5,28.84,51.19,10.9,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4230,7852,2008,2,25,13,45,50,28.9,51.21,29.3,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4231,8203,2008,8,10,5,48,41,28.9,51.28,20.7,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4232,8228,2008,8,19,8,40,39,28.85,51.38,19,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4233,8405,2008,10,24,14,10,30,28.9,51.27,15,Zagros,5,4.7,4,4.6,4.5,4.6,,4.6,ISC-EHB,ISC,ISC,IRSC,IIEES,BHRC,,,,,
4234,8488,2008,11,29,8,21,43,28.91,51.35,8.7,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4235,8495,2008,12,1,0,2,2,28.86,51.35,13.9,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4236,9047,2009,8,15,1,46,45,28.9,51.25,26.1,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4237,9729,2010,6,12,11,38,23,28.92,51.22,18,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4238,10001,2010,10,8,22,28,58,29,51.13,14.7,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4239,10399,2011,4,18,23,39,12,28.95,51.22,29.6,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4240,10850,2011,11,22,5,36,8,28.92,51.13,10,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4241,11012,2012,1,25,16,18,27,28.9,51.1,13.5,Zagros,5,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4242,11014,2012,1,27,0,52,47,29,51.24,6.2,Zagros,5,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4243,11829,2013,1,29,18,37,4,28.88,51.22,10.4,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4244,12178,2013,6,22,17,46,23,28.88,51.34,10,Zagros,5,4,,4,,,4,4,IRSC,ISC,,IRSC,,,Equation(7),,0.1483,,
4245,12954,2014,6,7,2,43,31,28.9,51.34,12.5,Zagros,5,,3.2,4.2,4.3,,4.2,4.2,IRSC,,ISC      ,IRSC,IIEES,,Equation(7),,0.1482,,
4246,13001,2014,6,19,16,13,1,28.85,51.27,8.3,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4247,13002,2014,6,20,2,54,2,28.88,51.29,15,Zagros,5,,,4.2,4.2,,4.2,4.2,ISC-EHB,,,IRSC,IIEES,,Equation(7),,0.1482,,
4248,13690,2015,4,5,5,3,59,29.08,51.3,10.7,Zagros,5,,,3.3,3.5,,3.2,3.2,IRSC,,,IRSC,IIEES,,Equation(7),,0.1495,,
4249,13692,2015,4,5,6,25,0,29.04,51.32,15.3,Zagros,5,,,4,3.8,,4,4,IRSC,,,IRSC,IIEES,,Equation(7),,0.1483,,
4250,13729,2015,4,18,23,4,59,28.9,51.22,5,Zagros,5,,,3.3,3.3,,3.2,3.2,IRSC,,,IRSC,IIEES,,Equation(7),,0.1495,,
4251,14457,2016,2,10,18,53,6,28.84,51.26,15.5,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4252,15033,2016,10,1,21,3,9,29.07,51.25,8.3,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4253,16598,2018,5,20,14,49,54,28.98,51.22,8,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4254,16606,2018,5,22,18,9,15,28.99,51.24,11.8,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4255,17052,2018,12,2,21,49,38,28.93,51.32,7.5,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4256,1896,1978,9,8,12,12,1,29.02,51.44,33,Zagros,5,4.1,3.4,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4257,2353,1982,11,26,0,42,39,28.93,51.47,33,Zagros,5,4.4,3.8,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4258,2426,1983,6,1,20,0,28,28.99,51.61,33,Zagros,5,4.2,3.5,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4259,2709,1986,3,23,13,23,10,28.92,51.6,33,Zagros,5,3.9,3.1,,,,3.9,3.9,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4260,2767,1986,10,1,3,57,54,28.92,51.39,15,Zagros,5,4.4,4.2,,,,4.5,4.5,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,
4261,3250,1991,4,5,5,38,19,29.09,51.4,15,Zagros,5,4.9,4.5,,,,5.1,5.1,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1742,,
4262,3251,1991,4,5,9,15,29,29.05,51.44,15,Zagros,5,5,4.8,,,,5.2,5.2,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1744,,
4263,4025,1997,8,14,19,38,27,29,51.51,25,Zagros,5,4.7,4,4.1,,,4.8,4.8,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.174,,
4264,4848,2001,8,21,21,10,24,28.91,51.46,17.2,Zagros,5,,,3.5,,,4,4,IRSC,,,IRSC,,,Equation(6),,0.3389,,
4265,4930,2001,10,31,22,19,52,29.07,51.56,12.7,Zagros,5,,,3.7,,,4.2,4.2,IRSC,,,IRSC,,,Equation(6),,0.3383,,
4266,4944,2001,11,18,21,13,39,29.1,51.52,113,Zagros,5,4.2,3.5,3.2,,,4.2,4.2,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,
4267,5023,2002,2,17,13,4,3,29.03,51.58,26.7,Zagros,5,,,4.6,,,5.1,5.1,IRSC,,,IRSC,,,Equation(6),,0.3375,,
4268,5418,2003,5,3,6,31,49,29,51.42,41,Zagros,5,3.6,2.7,3.6,,,3.5,3.5,ISC,ISC,M2014,IRSC,,,Equation(3),,0.174,,
4269,8882,2009,6,5,11,58,22,28.83,51.42,23.6,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4270,11001,2012,1,22,3,22,20,28.92,51.62,5,Zagros,5,3.9,,3.7,,,3.7,3.7,IRSC,ISC,,IRSC,,,Equation(7),,0.1487,,
4271,11141,2012,3,28,14,28,0,29.1,51.41,20,Zagros,5,3.9,,3.1,,,3,3,ISC,ISC,,IRSC,,,Equation(7),,0.15,,
4272,14499,2016,2,25,10,17,29,29.08,51.46,8,Zagros,5,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4273,15244,2017,1,5,19,12,45,28.88,51.53,12.4,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4274,15366,2017,2,24,3,47,59,29.11,51.6,7.4,Zagros,5,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
4275,15521,2017,4,22,5,1,55,28.87,51.47,6,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4276,15875,2017,9,3,12,49,0.9,28.98,51.51,12,Zagros,5,4.8,4.8,4.8,,5.1,,5.1,GCMT,NEIC,NEIC,IRSC,,GCMT,,0.1,,,
4277,16050,2017,11,12,23,45,59,28.9,51.41,11.5,Zagros,5,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
4278,16471,2018,4,2,7,24,26,28.84,51.55,7.4,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4279,17036,2018,11,26,0,49,47,28.83,51.5,12.1,Zagros,5,4.1,,3.8,,,3.8,3.8,IRSC,NEIC,,IRSC,,,Equation(7),,0.1486,,
4280,530,1934,4,6,15,0,0,29,52,,Zagros,5,,4.2,,,,4.8,4.8,M1994,,M1994,,,,Equation(5),,0.2583,,
4281,1571,1975,1,11,12,8,7,29.07,51.78,26,Zagros,5,5,4.6,,,5.3,,5.3,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.32,,,
4282,2439,1983,7,11,20,34,13,29.05,51.9,15,Zagros,5,4.6,4.1,,,,4.7,4.7,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1739,,
4283,2733,1986,5,26,21,6,58,29,51.84,15,Zagros,5,4.5,4,,,,4.6,4.6,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1739,,
4284,3063,1989,5,30,10,41,41,28.92,52,16,Zagros,5,4.2,3.5,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4285,4439,2000,3,14,21,13,55,28.92,51.91,25,Zagros,5,4.2,4.3,3.1,,,4.2,4.2,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.1738,,
4286,7603,2007,11,6,8,12,1,28.83,51.71,7.3,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4287,7797,2008,1,28,1,20,18,28.88,51.8,4.3,Zagros,5,4.3,3.6,4.2,4.3,,4.2,4.2,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1482,,
4288,13475,2015,1,1,18,13,59,28.97,51.92,15.2,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4289,13772,2015,5,8,0,25,2,28.91,51.81,7.5,Zagros,5,4.3,3.8,4.5,4.4,,4.5,4.5,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,
4290,13879,2015,6,15,1,13,25,28.95,52.01,12.7,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4291,14289,2015,12,4,19,23,14,28.9,51.99,15,Zagros,5,5,4.3,4.7,4.5,5.2,,5.2,ISC-EHB,ISC,ISC,IRSC,IIEES,ISC-GEM,,0.2,,,
4292,14480,2016,2,17,10,46,53,28.84,51.92,20.4,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4293,846,1958,4,9,4,36,35,29.07,52.03,43,Zagros,5,,5.6,,,,5.9,5.9,N1976,,N1976,,,,Equation(5),,0.2577,,
4294,2166,1981,1,18,16,24,13,29.02,52.3,57,Zagros,5,4,3.3,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4295,2653,1985,7,31,18,9,42,28.88,52.28,15,Zagros,5,4.8,4.4,,,,4.9,4.9,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1741,,
4296,3268,1991,5,19,23,24,21,28.93,52.23,15,Zagros,5,4.4,3.8,,,,4.5,4.5,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1738,,
4297,3454,1993,1,3,16,48,12,28.9,52.16,33,Zagros,5,3.9,3.1,,,,3.9,3.9,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4298,3456,1993,1,6,22,51,46,29.04,52.13,25,Zagros,5,5.5,5.3,,,5.4,,5.4,ISC-EHB,NEIC,NEIC,,,GCMT,,0.2,,,
4299,3476,1993,2,21,20,56,44,29.07,52.19,15,Zagros,5,4.5,4.2,,,,4.6,4.6,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1739,,
4300,3939,1997,1,15,15,28,13,29.04,52.07,15,Zagros,5,3.9,3.1,,,,3.9,3.9,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1738,,
4301,4102,1998,1,13,17,9,50,28.89,52.14,33,Zagros,5,4,3.3,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4302,4530,2000,7,29,0,9,37,29.05,52.23,58,Zagros,5,3.9,3.1,,,,3.9,3.9,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4303,4829,2001,8,6,10,51,59,28.93,52.32,15,Zagros,5,4.3,3.6,3.2,,,4.3,4.3,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.1738,,
4304,6092,2005,9,23,10,0,22,28.87,52.27,15,Zagros,5,4.3,3.5,4.2,3.5,,4.3,4.3,ISC-EHB,ISC,ISC,IRSC,IIEES,,Equation(3),,0.1738,,
4305,6631,2006,9,11,15,28,36,29,52.29,18.9,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4306,7892,2008,3,15,2,29,38,28.94,52.08,22,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4307,9792,2010,7,9,22,40,39,29.04,52.22,14.2,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4308,13040,2014,7,5,11,32,36,28.97,52.3,12,Zagros,5,,,3.7,3.3,,3.7,3.7,IRSC,,,IRSC,IIEES,,Equation(7),,0.1487,,
4309,13469,2014,12,31,10,6,9,28.85,52.32,5,Zagros,5,,,3.6,3.2,,3.6,3.6,IRSC,,,IRSC,IIEES,,Equation(7),,0.1489,,
