,Unnamed: 0,Year,Month,Day,Hour,Minute,Second,Lat,Lon,Depth,Seismotectonic unit,Unit no.,mb,Ms,MN,ML,Mw (reported),Mw (estimated),Mw,Location Ref.,mb Ref.,Ms Ref.,MN Ref.,ML Ref.,Mw Ref. (reported),Mw Ref. (estimated),Assumed_uncertainty of Mw,1 Standard deviatoion for converted Mw,Unnamed: 27,References
4310,13551,2015,2,5,17,2,4,28.83,52.3,8,Zagros,5,,,3.7,3.6,,3.7,3.7,IRSC,,,IRSC,IIEES,,Equation(7),,0.1487,,
4311,14308,2015,12,14,10,44,56,28.96,52.25,8.3,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4312,15869,2017,9,1,5,41,56,29.03,52.25,8.3,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4313,16420,2018,3,18,15,34,1,29,52.07,16.7,Zagros,5,4.4,,3.8,,,3.8,3.8,IRSC,NEIC,,IRSC,,,Equation(7),,0.1486,,
4314,3101,1989,12,12,4,40,32,29.1,52.58,10,Zagros,5,4.2,3.5,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4315,3376,1992,4,10,8,45,0,29.1,52.56,15,Zagros,5,4.5,4,,,,4.6,4.6,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1739,,
4316,3501,1993,5,10,19,38,28,29,52.4,33,Zagros,5,4.3,3.7,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4317,3651,1994,12,8,12,54,39,29.08,52.52,15,Zagros,5,4.8,4.6,,,,4.9,4.9,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1741,,
4318,3657,1994,12,30,14,40,2,29,52.5,41,Zagros,5,4.4,3.8,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4319,3692,1995,4,2,18,9,59,28.97,52.56,39,Zagros,5,4.3,3.7,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4320,3694,1995,4,16,16,42,37,29.01,52.56,33,Zagros,5,4.4,3.8,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4321,3954,1997,2,15,19,47,27,28.96,52.6,15,Zagros,5,4.7,3.8,3.7,,,4.8,4.8,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.174,,
4322,4017,1997,7,27,1,59,31,29.1,52.34,44,Zagros,5,4.5,4.1,4.2,,,4.6,4.6,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.1739,,
4323,4022,1997,8,1,20,7,19,28.94,52.59,15,Zagros,5,4.1,3.4,,,,4.1,4.1,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,
4324,4265,1999,2,24,21,49,10,29.05,52.55,33,Zagros,5,4,3.3,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4325,4324,1999,7,3,12,40,30,28.99,52.53,15,Zagros,5,4.2,3.4,3.8,,,4.2,4.2,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.1738,,
4326,4357,1999,9,17,20,14,48,29.09,52.57,15,Zagros,5,4.3,3.5,4,,,4.3,4.3,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.1738,,
4327,4400,1999,12,30,23,29,3,29.07,52.35,25,Zagros,5,3.9,3.2,,,,3.9,3.9,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,
4328,6659,2006,9,24,4,44,5,28.99,52.51,10,Zagros,5,3.7,3.1,3.7,,,3.7,3.7,IRSC,ISC,ISC,IRSC,,,Equation(7),,0.1487,,
4329,11363,2012,7,16,19,53,48,28.97,52.41,6.9,Zagros,5,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4330,11412,2012,8,7,18,10,54,29,52.44,5,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4331,12482,2013,11,12,3,26,17,28.97,52.51,12,Zagros,5,4,,3.1,,,3,3,ISC,ISC,,IRSC,,,Equation(7),,0.15,,
4332,13014,2014,6,25,1,44,36,28.99,52.39,17.2,Zagros,5,,,3.9,4.1,,3.9,3.9,IRSC,,,IRSC,IIEES,,Equation(7),,0.1484,,
4333,13557,2015,2,9,16,40,6,28.87,52.39,11.5,Zagros,5,,,3.9,3.7,,3.9,3.9,IRSC,,,IRSC,IIEES,,Equation(7),,0.1484,,
4334,1635,1975,11,18,11,44,51,28.94,52.95,64,Zagros,5,4.3,3.7,,,,4.3,4.3,NEIC,NEIC,M2014,,,,Equation(3),,0.1738,,
4335,2601,1985,2,5,10,20,38,28.95,52.83,,Zagros,5,4.4,3.8,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4336,2773,1986,10,16,19,1,45,28.95,52.75,15,Zagros,5,4.7,4.2,,,,4.8,4.8,ISC-EHB,ISC,M2014,,,,Equation(3),,0.174,,
4337,3605,1994,6,18,12,42,2,29.1,52.7,11,Zagros,5,5.1,4.4,,,,5.3,5.3,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1745,,
4338,3606,1994,6,20,9,9,4,29.05,52.67,9,Zagros,5,5.9,5.7,,,5.9,,5.9,ISC-EHB,NEIC,NEIC,,,GCMT,,0.2,,,
4339,3835,1996,3,23,4,2,10,28.89,52.7,15,Zagros,5,4.2,3.5,3.2,,,4.2,4.2,ISC-EHB,ISC,M2014,IRSC,,,Equation(3),,0.1738,,
4340,3843,1996,4,10,20,26,5,29.01,52.69,15,Zagros,5,4.2,3.5,,,,4.2,4.2,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1738,,
4341,4030,1997,8,24,21,11,19,28.83,52.69,8,Zagros,5,5,4.2,3.9,,,5.2,5.2,ISC-EHB,ISC,ISC,IRSC,,,Equation(3),,0.1744,,
4342,6053,2005,8,9,5,9,20.8,28.87,52.8,14,Zagros,5,5.1,4.3,5,5,5.1,,5.1,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,
4343,6090,2005,9,21,2,29,42,28.87,52.7,10,Zagros,5,4,3.3,3.7,3.8,,4,4,ISC,ISC,M2014,IRSC,IIEES,,Equation(3),,0.1738,,
4344,6807,2006,11,29,6,53,30,28.95,52.67,8,Zagros,5,4,3.6,3.6,3.6,,3.6,3.6,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1489,,
4345,11305,2012,6,12,22,53,50,29.07,52.93,15,Zagros,5,3.9,,3.8,,,3.8,3.8,ISC-EHB,ISC,,IRSC,,,Equation(7),,0.1486,,
4346,14718,2016,5,26,19,32,47,29.11,52.71,9.2,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4347,14787,2016,6,24,3,49,15,28.9,52.78,11.5,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4348,15840,2017,8,19,23,53,23,29.04,52.67,5,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4349,16410,2018,3,15,15,6,55,28.96,52.78,8,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4350,16736,2018,7,12,7,32,53,28.86,52.7,15.5,Zagros,5,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
4351,2660,1985,8,19,15,23,23,29.01,53.07,33,Zagros,5,4.3,3.7,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4352,3679,1995,2,19,5,34,47,29.06,53.27,33,Zagros,5,4.3,3.7,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4353,8622,2009,1,30,14,25,44,28.95,52.97,4.3,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4354,8979,2009,7,16,20,56,14,28.98,53.2,5.5,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4355,10908,2011,12,17,8,10,12,28.96,53.28,10,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4356,11285,2012,6,2,3,44,32,29.05,53.01,18.6,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4357,11286,2012,6,2,4,17,24,29.07,52.97,15,Zagros,5,4,,3.9,,,3.9,3.9,ISC-EHB,ISC,,IRSC,,,Equation(7),,0.1484,,
4358,11317,2012,6,16,19,23,58,29.09,53.02,19,Zagros,5,4.1,,4.1,,,4.1,4.1,IRSC,ISC,,IRSC,,,Equation(7),,0.1482,,
4359,9155,2009,10,10,12,18,4,28.85,53.51,5.5,Zagros,5,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4360,16842,2018,8,27,18,7,49,28.91,53.51,11,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4361,15606,2017,5,28,1,1,14,28.99,53.69,16.5,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4362,446,1930,4,15,9,56,27,29,54,,Zagros,5,,5.4,,,,5.7,5.7,RM1985,,RM1985,,,,Equation(5),,0.2578,,
4363,2985,1988,9,17,16,34,5,29,54.3,33,Zagros,5,4.2,3.5,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4364,5614,2003,12,23,6,45,23,28.83,54.38,33,Zagros,5,3.9,3.1,,,,3.9,3.9,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4365,14219,2015,10,31,11,27,35,28.87,54.32,5,Zagros,5,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4366,15970,2017,10,11,23,13,33,28.84,54.3,18,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4367,1351,1971,5,31,11,5,55,28.9,54.57,60,Zagros,5,4.4,3.8,,,,4.5,4.5,NEIC,NEIC,M2014,,,,Equation(3),,0.1738,,
4368,4470,2000,5,3,22,17,21,28.84,54.83,52,Zagros,5,4.1,3.5,3.3,,,4.1,4.1,ISC,ISC,ISC,IRSC,,,Equation(3),,0.1738,,
4369,6354,2006,4,7,22,2,44,28.87,54.71,10,Zagros,5,3.8,3,3.9,4,,3.9,3.9,ISC-EHB,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1484,,
4370,13661,2015,3,25,13,14,22,28.86,54.77,14.8,Zagros,5,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4371,13976,2015,7,22,22,36,57,28.94,54.68,7.6,Zagros,5,,,3.4,3.4,,3.3,3.3,IRSC,,,IRSC,IIEES,,Equation(7),,0.1493,,
4372,6539,2006,7,20,23,46,50,29,55.12,51,Central East Iran,2,4.8,4.2,,,5.2,,5.2,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.22,,,
4373,15744,2017,7,13,14,26,43,29.06,55.33,8,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4374,15745,2017,7,13,19,22,0,29.09,55.29,9,Central East Iran,2,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
4375,8287,2008,9,11,4,57,23,28.89,55.66,13,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4376,16435,2018,3,21,14,41,32,28.98,56.04,8,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4377,16537,2018,4,26,17,36,5,29.08,55.87,20,Central East Iran,2,4.2,,4.1,,,4.1,4.1,IRSC,NEIC,,IRSC,,,Equation(7),,0.1482,,
4378,4249,1999,1,14,22,12,49.2,29,56.28,24,Central East Iran,2,5.1,4.8,5,,4.9,,4.9,ISC-EHB,NEIC,NEIC,IRSC,,GCMT,,0.2,,,
4379,14584,2016,4,7,13,50,50,29.06,56.21,7.7,Central East Iran,2,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4380,5372,2003,3,1,18,46,7,28.86,56.63,18,Central East Iran,2,,,3.8,,,4.3,4.3,IRSC,,,IRSC,,,Equation(6),,0.338,,
4381,6358,2006,4,10,5,15,40,29.07,56.49,18,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4382,7120,2007,4,19,1,36,31,28.87,56.51,28,Central East Iran,2,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4383,8735,2009,3,15,4,19,47,29.01,56.57,11.8,Central East Iran,2,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4384,13796,2015,5,16,20,39,35,29.08,56.74,9.2,Central East Iran,2,,,3.1,3,,3,3,IRSC,,,IRSC,IIEES,,Equation(7),,0.15,,
4385,16617,2018,5,26,0,38,1,28.83,56.73,21.2,Central East Iran,2,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
4386,1643,1975,12,19,8,2,15,28.98,56.9,99,Central East Iran,2,4.6,4.2,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
4387,2191,1981,4,24,4,48,37,29.03,56.98,33,Central East Iran,2,4.5,4.1,,,,4.6,4.6,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
4388,4267,1999,3,5,15,17,7,28.94,57.04,33,Central East Iran,2,3.8,3.1,3.7,,,3.7,3.7,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1739,,
4389,6855,2006,12,24,11,35,52,28.96,56.9,15.1,Central East Iran,2,3.8,3.5,4,3.9,,4,4,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1483,,
4390,10445,2011,5,12,18,45,56,29.07,56.8,5,Central East Iran,2,3.5,4.5,3.5,3.5,,3.4,3.4,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1491,,
4391,11813,2013,1,23,23,9,41,29.1,56.91,27.4,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4392,12811,2014,4,5,17,27,12,28.96,57.07,21.1,Central East Iran,2,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4393,15715,2017,7,4,8,15,50,29.04,56.99,7.8,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4394,16635,2018,6,2,2,35,11,28.87,56.98,8,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4395,2460,1983,9,9,15,6,57,28.83,57.37,78,Central East Iran,2,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
4396,5993,2005,6,3,1,6,1,28.91,57.36,10,Central East Iran,2,,,3.7,3.7,,3.8,3.8,IRSC,,,IRSC,IIEES,,Equation(8),,0.1917,,
4397,6863,2006,12,28,3,32,45,28.9,57.35,7.2,Central East Iran,2,3.6,2.8,3.7,3.9,,3.7,3.7,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1487,,
4398,9320,2009,12,29,9,34,8,28.83,57.16,15.9,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4399,10344,2011,3,21,14,59,13,29.01,57.38,34,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4400,10705,2011,9,18,2,38,58,28.9,57.3,25,Central East Iran,2,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4401,11322,2012,6,20,7,34,34,28.93,57.38,27.3,Central East Iran,2,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
4402,11445,2012,8,20,3,14,45,28.89,57.33,9.7,Central East Iran,2,,,3.7,3.6,,3.7,3.7,IRSC,,,IRSC,IIEES,,Equation(7),,0.1487,,
4403,12364,2013,9,24,4,43,32,28.95,57.11,28,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4404,13395,2014,11,29,3,20,33,28.95,57.1,19.4,Central East Iran,2,,,3.8,3.8,,3.8,3.8,IRSC,,,IRSC,IIEES,,Equation(7),,0.1486,,
4405,14195,2015,10,22,21,9,39,29.02,57.12,8.9,Central East Iran,2,,,4.2,4.1,,4.2,4.2,IRSC,,,IRSC,IIEES,,Equation(7),,0.1482,,
4406,14552,2016,3,26,4,43,1,28.98,57.22,28,Central East Iran,2,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4407,15123,2016,11,10,14,33,43,28.89,57.28,20,Central East Iran,2,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4408,15127,2016,11,12,2,41,56,28.89,57.23,20,Central East Iran,2,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4409,16324,2018,2,13,3,41,15,28.87,57.21,8,Central East Iran,2,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4410,16464,2018,3,30,18,24,55,29.09,57.19,100,Central East Iran,2,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4411,16929,2018,9,30,13,23,38,28.88,57.39,120,Central East Iran,2,4.7,,4.4,,,4.4,4.4,IRSC,NEIC,,IRSC,,,Equation(7),,0.1481,,
4412,5320,2002,12,13,0,36,21,29.04,57.53,15,Central East Iran,2,4,3.4,,,,4,4,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1738,,
4413,5553,2003,10,24,7,15,17,29.09,57.53,18,Central East Iran,2,,,4.6,,,5.1,5.1,IRSC,,,IRSC,,,Equation(6),,0.3375,,
4414,11649,2012,11,24,13,0,19,28.95,57.64,10,Central East Iran,2,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4415,11653,2012,11,26,9,35,50,28.95,57.71,10,Central East Iran,2,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4416,12574,2013,12,24,10,53,54,28.89,57.66,10,Central East Iran,2,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
4417,14482,2016,2,18,16,42,23,28.86,57.41,8,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4418,5120,2002,5,26,2,14,11,29.1,57.77,18,Central East Iran,2,,,3.6,,,4.1,4.1,IRSC,,,IRSC,,,Equation(6),,0.3386,,
4419,11525,2012,9,25,10,5,53,28.88,58,8.1,Central East Iran,2,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4420,11986,2013,4,9,6,18,59,28.92,57.9,15.8,Central East Iran,2,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
4421,15556,2017,5,2,18,53,7,28.98,57.77,8,Central East Iran,2,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4422,15749,2017,7,15,18,18,14,28.91,57.87,8,Central East Iran,2,4,,4.4,,,4.4,4.4,IRSC,NEIC,,IRSC,,,Equation(7),,0.1481,,
4423,15774,2017,7,24,19,18,50,29.09,57.81,6,Central East Iran,2,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,
4424,5619,2003,12,26,1,56,52.4,28.9,58.28,14,Central East Iran,2,6,6.8,6.2,,6.6,,6.6,ISC-EHB,NEIC,NEIC,IRSC,,GCMT,,0.1,,,
4425,7056,2007,3,26,6,36,50,29.06,58.27,55,Central East Iran,2,4.9,3.9,5,5,5.2,,5.2,ISC-EHB,ISC,ISC,IRSC,IIEES,ISC-GEM,,0.2,,,
4426,7719,2007,12,22,10,4,41,28.85,58.31,17.3,Central East Iran,2,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
4427,8109,2008,6,23,19,20,29,29.02,58.22,18,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4428,9694,2010,6,1,23,37,28,29.01,58.29,10.1,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4429,10208,2011,1,15,6,38,29,28.97,58.11,10,Central East Iran,2,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4430,10307,2011,3,2,0,40,11,29.01,58.33,10,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4431,11061,2012,2,20,16,29,53,29.09,58.33,10,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4432,12419,2013,10,17,6,15,37,29.11,58.27,19.1,Central East Iran,2,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4433,12564,2013,12,17,20,7,42,29.02,58.34,14,Central East Iran,2,,,4,3.9,,4,4,IRSC,,,IRSC,IIEES,,Equation(7),,0.1483,,
4434,12998,2014,6,18,0,29,42,29.04,58.33,19.1,Central East Iran,2,,,4.1,4.2,,4.1,4.1,IRSC,,,IRSC,IIEES,,Equation(7),,0.1482,,
4435,13243,2014,9,29,19,23,2,29.05,58.31,8,Central East Iran,2,,,3.1,3,,3,3,IRSC,,,IRSC,IIEES,,Equation(7),,0.15,,
4436,13390,2014,11,26,14,58,38,29.07,58.33,7.5,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4437,13620,2015,3,6,8,49,54,29.09,58.35,13.5,Central East Iran,2,,,3.3,3.3,,3.2,3.2,IRSC,,,IRSC,IIEES,,Equation(7),,0.1495,,
4438,13806,2015,5,20,1,16,27,29.06,58.3,7.7,Central East Iran,2,,,3.1,3.2,,3,3,IRSC,,,IRSC,IIEES,,Equation(7),,0.15,,
4439,13823,2015,5,26,13,21,39,29.01,58.07,9.3,Central East Iran,2,,,3.8,3.5,,3.8,3.8,IRSC,,,IRSC,IIEES,,Equation(7),,0.1486,,
4440,13938,2015,7,9,7,0,47,28.89,58.26,8,Central East Iran,2,,,4,4,,4,4,IRSC,,,IRSC,IIEES,,Equation(7),,0.1483,,
4441,13994,2015,7,29,11,0,11,29.01,58.3,12.3,Central East Iran,2,,,3.6,3.9,,3.6,3.6,IRSC,,,IRSC,IIEES,,Equation(7),,0.1489,,
4442,15620,2017,6,1,11,42,48,29.05,58.35,8,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4443,15736,2017,7,11,20,7,10,29.05,58.34,8.5,Central East Iran,2,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4444,16454,2018,3,26,3,21,0,28.98,58.31,9.5,Central East Iran,2,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
4445,6206,2006,2,1,0,34,38,28.99,58.41,10,Central East Iran,2,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
4446,9737,2010,6,15,5,59,5,28.9,58.37,1.6,Central East Iran,2,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
4447,13975,2015,7,22,7,49,34,28.87,58.67,14,Central East Iran,2,,,3.4,3.5,,3.3,3.3,IRSC,,,IRSC,IIEES,,Equation(7),,0.1493,,
4448,14750,2016,6,9,21,10,24,29.05,58.37,13.3,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4449,14767,2016,6,15,22,31,32,29.11,58.36,9.1,Central East Iran,2,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4450,15659,2017,6,12,12,45,10,29.04,58.41,10.5,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4451,9215,2009,11,13,3,6,1,28.95,58.7,6.8,Central East Iran,2,4.1,4.4,4.2,3.9,,4.2,4.2,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1482,,
4452,9216,2009,11,13,3,8,10,28.99,58.71,27.2,Central East Iran,2,4.2,5.1,4.7,4.2,,4.7,4.7,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,
4453,9805,2010,7,16,21,48,0,29.08,58.73,22.7,Central East Iran,2,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
4454,10722,2011,9,27,9,38,10,29.08,58.73,10,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4455,13980,2015,7,24,15,4,16,28.85,58.69,8.1,Central East Iran,2,,,3.6,3.9,,3.6,3.6,IRSC,,,IRSC,IIEES,,Equation(7),,0.1489,,
4456,370,1923,9,14,8,10,45,28.84,59.19,15,Central East Iran,2,,5.6,,,6,,6,ISC-GEM,,AM1982,,,ISC-GEM,,0.32,,,
4457,8573,2009,1,9,1,5,41,29,59.07,10,Central East Iran,2,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4458,892,1960,8,23,8,58,9,29.11,59.84,15,Central East Iran,2,,,,,5.8,,5.8,ISC-EHB,,,,,ISC-GEM,,0.2,,,
4459,5479,2003,8,4,3,28,19.8,29.02,59.73,20,Central East Iran,2,5.3,5.3,5.5,,5.6,,5.6,ISC-EHB,NEIC,NEIC,IRSC,,GCMT,,0.1,,,
4460,5490,2003,8,21,4,2,9.2,28.99,59.76,11,Central East Iran,2,5.5,5.8,6,,5.9,,5.9,ISC-EHB,NEIC,NEIC,IRSC,,GCMT,,0.1,,,
4461,4652,2000,12,8,3,4,49,29.08,60.06,18,Central East Iran,2,,,3.6,,,4.1,4.1,IRSC,,,IRSC,,,Equation(6),,0.3386,,
4462,9976,2010,9,28,9,29,0,29.11,60.1,20.5,Central East Iran,2,4,3.6,4.3,4.3,,4.3,4.3,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,
4463,12647,2014,1,26,11,44,45,28.98,60.16,10,Central East Iran,2,,,3.7,3.4,,3.7,3.7,IRSC,,,IRSC,IIEES,,Equation(7),,0.1487,,
4464,12650,2014,1,27,2,46,34,28.93,60.14,15.9,Central East Iran,2,,4,4.9,4.8,5.1,,5.1,ISC-EHB,,ISC,IRSC,IIEES,ISC-GEM,,0.22,,,
4465,12967,2014,6,11,1,5,27,28.95,60.2,20,Central East Iran,2,,,3.2,3,,3.1,3.1,IRSC,,,IRSC,IIEES,,Equation(7),,0.1498,,
4466,14607,2016,4,16,7,41,29,29.05,59.97,8,Central East Iran,2,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
4467,15067,2016,10,17,1,19,1,28.99,60.13,8,Central East Iran,2,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
4468,17002,2018,11,12,22,58,34,29.02,60.1,8.4,Central East Iran,2,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
4469,13414,2014,12,10,2,44,47,28.97,60.33,15.8,Central East Iran,2,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
4470,3190,1990,9,26,15,32,40.3,29.04,60.89,6,Central East Iran,2,5.4,5.4,,,5.6,,5.6,ISC-EHB,NEIC,NEIC,,,GCMT,,0.2,,,
